 4.134e-07,3.8676714e-25,         0,         0
 4.135e-07,3.8710322e-25,         0,         0
 4.136e-07,3.8747776e-25,         0,         0
 4.137e-07,3.8788745e-25,         0,         0
 4.138e-07,3.8832899e-25,         0,         0
 4.139e-07,3.8879905e-25,         0,         0
  4.14e-07,3.8929433e-25,         0,         0
 4.141e-07,3.8981151e-25,         0,         0
 4.142e-07,3.9034728e-25,         0,         0
 4.143e-07,3.9089832e-25,         0,         0
 4.144e-07,3.9146134e-25,         0,         0
 4.145e-07,3.9203301e-25,         0,         0
 4.146e-07,3.9261002e-25,         0,         0
 4.147e-07,3.9318906e-25,         0,         0
 4.148e-07,3.9376682e-25,         0,         0
 4.149e-07,3.9433998e-25,         0,         0
  4.15e-07,3.9490524e-25,         0,         0
 4.151e-07,3.9545927e-25,         0,         0
 4.152e-07,3.9599878e-25,         0,         0
 4.153e-07,3.9652044e-25,         0,         0
 4.154e-07,3.9702094e-25,         0,         0
 4.155e-07,3.9749698e-25,         0,         0
 4.156e-07,3.9794523e-25,         0,         0
 4.157e-07,3.983624e-25,         0,         0
 4.158e-07,3.9874515e-25,         0,         0
 4.159e-07,3.9909019e-25,         0,         0
  4.16e-07,3.9948172e-25,         0,         0
 4.161e-07,3.9995703e-25,         0,         0
 4.162e-07,4.0048133e-25,         0,         0
 4.163e-07,4.010502e-25,         0,         0
 4.164e-07,4.0165924e-25,         0,         0
 4.165e-07,4.0230401e-25,         0,         0
 4.166e-07,4.0298011e-25,         0,         0
 4.167e-07,4.0368311e-25,         0,         0
 4.168e-07,4.0440861e-25,         0,         0
 4.169e-07,4.0515219e-25,         0,         0
  4.17e-07,4.0590942e-25,         0,         0
 4.171e-07,4.066759e-25,         0,         0
 4.172e-07,4.0744721e-25,         0,         0
 4.173e-07,4.0821892e-25,         0,         0
 4.174e-07,4.0898663e-25,         0,         0
 4.175e-07,4.0974592e-25,         0,         0
 4.176e-07,4.1049237e-25,         0,         0
 4.177e-07,4.1122157e-25,         0,         0
 4.178e-07,4.1192909e-25,         0,         0
 4.179e-07,4.1261053e-25,         0,         0
  4.18e-07,4.1326147e-25,         0,         0
 4.181e-07,4.1387748e-25,         0,         0
 4.182e-07,4.1445416e-25,         0,         0
 4.183e-07,4.1498709e-25,         0,         0
 4.184e-07,4.1547185e-25,         0,         0
 4.185e-07,4.1592304e-25,         0,         0
 4.186e-07,4.164858e-25,         0,         0
 4.187e-07,4.1711245e-25,         0,         0
 4.188e-07,4.1779747e-25,         0,         0
 4.189e-07,4.1853534e-25,         0,         0
  4.19e-07,4.1932054e-25,         0,         0
 4.191e-07,4.2014754e-25,         0,         0
 4.192e-07,4.2101084e-25,         0,         0
 4.193e-07,4.219049e-25,         0,         0
 4.194e-07,4.228242e-25,         0,         0
 4.195e-07,4.2376323e-25,         0,         0
 4.196e-07,4.2471647e-25,         0,         0
 4.197e-07,4.2567839e-25,         0,         0
 4.198e-07,4.2664348e-25,         0,         0
 4.199e-07,4.2760621e-25,         0,         0
   4.2e-07,4.2856107e-25,         0,         0
 4.201e-07,4.2950253e-25,         0,         0
 4.202e-07,4.3042507e-25,         0,         0
 4.203e-07,4.3132318e-25,         0,         0
 4.204e-07,4.3219133e-25,         0,         0
 4.205e-07,4.33024e-25,         0,         0
 4.206e-07,4.3381567e-25,         0,         0
 4.207e-07,4.3456082e-25,         0,         0
 4.208e-07,4.3525394e-25,         0,         0
 4.209e-07,4.3588949e-25,         0,         0
  4.21e-07,4.3646197e-25,         0,         0
 4.211e-07,4.3729615e-25,         0,         0
 4.212e-07,4.3837013e-25,         0,         0
 4.213e-07,4.3955394e-25,         0,         0
 4.214e-07,4.4083766e-25,         0,         0
 4.215e-07,4.4221134e-25,         0,         0
 4.216e-07,4.4366504e-25,         0,         0
 4.217e-07,4.4518884e-25,         0,         0
 4.218e-07,4.4677279e-25,         0,         0
 4.219e-07,4.4840695e-25,         0,         0
  4.22e-07,4.500814e-25,         0,         0
 4.221e-07,4.5178618e-25,         0,         0
 4.222e-07,4.5351138e-25,         0,         0
 4.223e-07,4.5524704e-25,         0,         0
 4.224e-07,4.5698323e-25,         0,         0
 4.225e-07,4.5871002e-25,         0,         0
 4.226e-07,4.6041747e-25,         0,         0
 4.227e-07,4.6209564e-25,         0,         0
 4.228e-07,4.637346e-25,         0,         0
 4.229e-07,4.6532441e-25,         0,         0
  4.23e-07,4.6685513e-25,         0,         0
 4.231e-07,4.6831682e-25,         0,         0
 4.232e-07,4.6969955e-25,         0,         0
 4.233e-07,4.7099339e-25,         0,         0
 4.234e-07,4.7218838e-25,         0,         0
 4.235e-07,4.7327461e-25,         0,         0
 4.236e-07,4.7431243e-25,         0,         0
 4.237e-07,4.7566936e-25,         0,         0
 4.238e-07,4.771791e-25,         0,         0
 4.239e-07,4.788284e-25,         0,         0
  4.24e-07,4.8060401e-25,         0,         0
