       4.26e-07,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0
 4.26745248e-07,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0
 4.27490497e-07,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0
 4.28235745e-07, 3.02710443e-28,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0
 4.28980994e-07, 2.28300903e-27,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0
 4.29726242e-07, 4.29539444e-27,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0
  4.3047149e-07,  8.0137693e-27,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0
 4.31216739e-07,  1.2377183e-26,              0,              0,              0,              0,              0,              0,              0,              0, 5.86807829e-27,              0,              0,              0,              0
 4.31961987e-07,  1.6165598e-26,              0,              0,              0,              0,              0,              0,              0,              0, 6.05714372e-27,              0,              0,              0,              0
 4.32707236e-07, 1.89405603e-26,              0,              0,              0,              0,              0,              0,              0,              0, 5.22302885e-27,              0,              0,              0,              0
 4.33452484e-07, 2.33058576e-26,              0,              0,              0,              0,              0,              0,              0,              0, 5.13864321e-27,              0,              0,              0,              0
 4.34197733e-07, 3.37951327e-26,              0,              0,              0,              0,              0,              0,              0,              0,  9.4473722e-27,              0,              0,              0,              0
 4.34942981e-07, 4.53458085e-26,              0,              0,              0,              0,              0,              0,              0,              0, 1.44240602e-26,              0,              0,              0,              0
 4.35688229e-07, 5.19027372e-26,              0,              0,              0,              0,              0,              0,              0,              0, 1.46745362e-26,              0,              0,              0,              0
 4.36433478e-07, 6.30843286e-26,              0,              0,              0,              0,              0,              0,              0,              0, 1.36868676e-26,              0,              0,              0,              0
 4.37178726e-07,  8.2995837e-26,              0,              0,              0,              0,              0,              0,              0,              0, 1.38366107e-26,              0,              0,              0,              0
 4.37923975e-07, 9.84493349e-26,              0,              0,              0,              0,              0,              0,              0,              0, 1.17896025e-26,              0,              0,              0,              0
 4.38669223e-07, 1.09284813e-25,              0,              0,              0,              0,              0,              0,              0,              0, 1.27013914e-26,              0,              0,              0,              0
 4.39414471e-07, 1.26227886e-25,              0,              0,              0,              0,              0,              0,              0,              0, 2.69803019e-26,              0,              0,              0,              0
  4.4015972e-07, 1.43364049e-25,              0,              0,              0,              0,              0,              0,              0,              0,  4.2260986e-26,              0,              0,              0,              0
 4.40904968e-07, 1.51126132e-25,              0,              0,              0,              0,              0,              0,              0,              0, 4.39937546e-26,              0,              0,              0,              0
 4.41650217e-07, 1.54643535e-25,              0,              0,              0,              0,              0,              0,              0,              0, 4.48658975e-26,              0,              0,              0,              0
 4.42395465e-07, 1.60931806e-25,              0,              0,              0,              0,              0,              0,              0,              0, 5.26681346e-26,              0,              0,              0,              0
