  7.52e-07,         0,         0,         0
  7.53e-07,         0,         0,         0
  7.54e-07,1.5924117e-30,         0,         0
  7.55e-07,         0,         0,         0
  7.56e-07,         0,         0,         0
  7.57e-07,1.8753714e-29,         0,         0
  7.58e-07,         0,         0,         0
  7.59e-07,         0,         0,         0
   7.6e-07,2.3850797e-28,         0,         0
  7.61e-07,8.9802895e-28,         0,3.5394775e-27
  7.62e-07,1.1256593e-27,         0,5.2284804e-27
  7.63e-07,7.3562976e-28,         0,1.0767216e-26
  7.64e-07,8.5495531e-29,         0,8.3517594e-27
  7.65e-07,         0,         0,5.1320193e-27
  7.66e-07,5.9354681e-30,         0,1.2773894e-26
  7.67e-07,2.6010994e-29,         0,1.2179554e-26
  7.68e-07,3.9894696e-29,         0,1.0971922e-26
  7.69e-07,4.747679e-29,         0,1.1226582e-26
   7.7e-07,4.8647492e-29,         0,1.0957954e-26
  7.71e-07,4.3297017e-29,         0,1.1051551e-26
  7.72e-07,3.1315581e-29,         0,9.0782357e-27
  7.73e-07,1.2593399e-29,         0,7.5552859e-27
  7.74e-07,         0,         0,8.5053895e-27
  7.75e-07,         0,         0,9.0830773e-27
  7.76e-07,5.7427816e-28,         0,1.1566243e-26
  7.77e-07,1.0298745e-27,         0,1.8101082e-26
  7.78e-07,9.6417981e-28,         0,2.531049e-26
  7.79e-07,9.257806e-28,         0,4.1315372e-26
   7.8e-07,9.3807909e-28,         0,4.3030567e-26
  7.81e-07,9.2101445e-28,         0,7.6734518e-26
  7.82e-07,1.1262795e-27,         0,1.0478004e-25
  7.83e-07,2.099373e-27,         0,1.3288737e-25
  7.84e-07,4.35109e-27,         0,1.6069885e-25
  7.85e-07,7.8890058e-27,         0,1.8862641e-25
  7.86e-07,1.2421145e-26,         0,2.1274612e-25
  7.87e-07,1.7371276e-26,         0,2.2098099e-25
  7.88e-07,2.1785881e-26,         0,2.3840961e-25
  7.89e-07,2.5224227e-26,         0,2.4905282e-25
   7.9e-07,2.7873131e-26,         0,2.5555451e-25
