      4.134e-07, 3.86767141e-25,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0
      4.135e-07, 3.87103219e-25,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0
      4.136e-07,  3.8747776e-25,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0
      4.137e-07, 3.87887454e-25,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0
      4.138e-07, 3.88328988e-25,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0
      4.139e-07, 3.88799049e-25,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0
       4.14e-07, 3.89294326e-25,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0
      4.141e-07, 3.89811505e-25,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0
      4.142e-07, 3.90347276e-25,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0
      4.143e-07, 3.90898325e-25,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0
      4.144e-07,  3.9146134e-25,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0
      4.145e-07, 3.92033009e-25,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0
      4.146e-07,  3.9261002e-25,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0
      4.147e-07,  3.9318906e-25,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0
      4.148e-07, 3.93766818e-25,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0
      4.149e-07, 3.94339981e-25,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0
       4.15e-07, 3.94905237e-25,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0
      4.151e-07, 3.95459273e-25,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0
      4.152e-07, 3.95998778e-25,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0
      4.153e-07, 3.96520438e-25,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0
